iter	Logloss
0	0.6054781082
1	0.5495376211
2	0.4984925369
3	0.451805002
4	0.4099974233
5	0.3817685132
6	0.3646832922
7	0.3498151056
8	0.3329255804
9	0.3143897221
10	0.3068949883
11	0.2934362853
12	0.2846117442
13	0.2768668565
14	0.269429888
15	0.2644649938
16	0.256214217
17	0.2512231648
18	0.2470210409
19	0.2435362492
20	0.2397745067
21	0.2348275772
22	0.2317893493
23	0.2293550651
24	0.2269480287
25	0.2241074135
26	0.2223408704
27	0.2202359279
28	0.218355301
29	0.2169779134
30	0.2139559027
31	0.211839535
32	0.2109413899
33	0.2083410629
34	0.2056728419
35	0.204752316
36	0.2042762305
37	0.2029734644
38	0.2013259286
39	0.200648585
40	0.1990205549
41	0.1972866716
42	0.1944429745
43	0.1940921351
44	0.1926766006
45	0.1912147071
46	0.1886735362
47	0.1864612373
48	0.1860049769
49	0.1840172754
50	0.181477589
51	0.1790809068
52	0.1762289414
53	0.176123558
54	0.1742423297
55	0.1735774261
56	0.1712339242
57	0.1689717711
58	0.1670197924
59	0.1663094694
60	0.1636624454
61	0.1614186705
62	0.1601655143
63	0.1595043126
64	0.1582098712
65	0.1576544287
66	0.1569922687
67	0.1556442524
68	0.1553836879
69	0.1552850037
70	0.1549865366
71	0.153355387
72	0.1514088955
73	0.1503159659
74	0.1490981755
75	0.14864495
76	0.1477544625
77	0.1464369638
78	0.1459707814
79	0.1455568962
80	0.1437568946
81	0.1424166205
82	0.1404219378
83	0.1382177099
84	0.1373014685
85	0.1365993293
86	0.1361630444
87	0.1360586852
88	0.1351215006
89	0.1334142074
90	0.1321049206
91	0.1303457063
92	0.1302171904
93	0.1298545969
94	0.1280455754
95	0.1278311631
96	0.1274837719
97	0.1257138839
98	0.1255357583
99	0.1253214775
100	0.124511512
101	0.1235189767
102	0.1223311401
103	0.1221183157
104	0.1211943415
105	0.1210647545
106	0.1209005159
107	0.119940847
108	0.1194176603
109	0.1181721711
110	0.1170382194
111	0.1160251448
112	0.1156312351
113	0.1152984356
114	0.1139450261
115	0.1136722471
116	0.1127141755
117	0.1115462486
118	0.1108140617
119	0.109489704
120	0.1077068686
121	0.1061847292
122	0.1044900922
123	0.1037743103
124	0.1035037675
125	0.102480536
126	0.1012583953
127	0.1010945701
128	0.1009247503
129	0.1007089944
130	0.1001927136
131	0.1000296682
132	0.09916115747
133	0.09862876291
134	0.09783899843
135	0.09657888929
136	0.09609123756
137	0.09592729014
138	0.09507238454
139	0.09444662385
140	0.09433402451
141	0.09424726364
142	0.09371468116
143	0.09331382789
144	0.09244159642
145	0.0919586238
146	0.09155968727
147	0.09150279567
148	0.09016068933
149	0.0895327864
150	0.08858587707
151	0.08794722534
152	0.08710323766
153	0.08658512473
154	0.08643500793
155	0.08587811851
156	0.08498754642
157	0.08407495997
158	0.08393277323
159	0.0835387789
160	0.08261083969
161	0.08227143499
162	0.08168341726
163	0.08106283366
164	0.0807226773
165	0.08028201399
166	0.07977137072
167	0.07951366255
168	0.07883987051
169	0.0785576111
170	0.07803095268
171	0.07776125076
172	0.07696756823
173	0.07673332139
174	0.07629421309
175	0.07610010044
176	0.07517449609
177	0.07435357982
178	0.0737420115
179	0.07293563054
180	0.07222512438
181	0.07204145046
182	0.07166675511
183	0.0712184953
184	0.07088664013
185	0.07038422289
186	0.07001416906
187	0.06949498031
188	0.06856037008
189	0.06752683611
190	0.0667777038
191	0.06608088263
192	0.065940716
193	0.06524863032
194	0.06473866355
195	0.06414755459
196	0.06403599349
197	0.06363205369
198	0.06339220695
199	0.06305664513
200	0.06236595943
201	0.0622613935
202	0.06191906201
203	0.06149775406
204	0.06122387101
205	0.06052263382
206	0.05989581611
207	0.05966066727
208	0.05924463037
209	0.05911250185
210	0.05890718939
211	0.05847285416
212	0.05802728625
213	0.05799223989
214	0.05750666463
215	0.05698578933
216	0.05688890918
217	0.05647778628
218	0.05602435408
219	0.05564708428
220	0.05557416343
221	0.05524195591
222	0.05489794726
223	0.05477739907
224	0.05452618341
225	0.05417909293
226	0.05362901077
227	0.05328028543
228	0.05310889183
229	0.05279901815
230	0.05238424968
231	0.05210076412
232	0.0514181776
233	0.05120926655
234	0.05098548664
235	0.05067857263
236	0.05049032766
237	0.04988815514
238	0.0495208308
239	0.04931705926
240	0.04915887617
241	0.048699083
242	0.04867664112
243	0.04864503362
244	0.0482893131
245	0.04789258459
246	0.04766230278
247	0.04735098684
248	0.0472576583
249	0.04702550672
250	0.04670036015
251	0.04667200831
252	0.04649875434
253	0.04622190692
254	0.04564266487
255	0.04541286224
256	0.04535714041
257	0.04533062075
258	0.04529155299
259	0.04506326309
260	0.04460713429
261	0.04413658292
262	0.04411318267
263	0.04387171515
264	0.0438187322
265	0.04380945854
266	0.04370053296
267	0.04365108283
268	0.04329931325
269	0.04286156264
270	0.04280239256
271	0.04262622589
272	0.04239962723
273	0.04216054155
274	0.04169098614
275	0.04144840522
276	0.04105906181
277	0.04083388662
278	0.04054879907
279	0.04026800071
280	0.03997435358
281	0.0398298226
282	0.03957163994
283	0.03951377117
284	0.03934290609
285	0.03924261056
286	0.03920192906
287	0.03916057812
288	0.03875866312
289	0.03839400014
290	0.03818171365
291	0.03810547843
292	0.03793254392
293	0.03762752317
294	0.03734932979
295	0.03733045362
296	0.03700555369
297	0.03692785272
298	0.03672549525
299	0.03670940728
300	0.03667177003
301	0.03663677065
302	0.03635300322
303	0.03610489991
304	0.03588090154
305	0.03551141617
306	0.03548348478
307	0.03522294848
308	0.03497944207
309	0.0349698466
310	0.03495443983
311	0.03486951819
312	0.03485111415
313	0.03468083161
314	0.03438502814
315	0.03408527844
316	0.03391955756
317	0.0337020376
318	0.03366640871
319	0.03358898022
320	0.03334499462
321	0.03317939589
322	0.03307136291
323	0.03278491767
324	0.03258822822
