iter	Logloss
429	0.1390423234
430	0.1389550646
431	0.1388007197
432	0.1385672621
433	0.1382244843
434	0.1379950011
435	0.1378979143
436	0.1376712968
437	0.1374946651
438	0.1373107422
439	0.1370551762
440	0.136774251
441	0.1365894073
442	0.136440061
443	0.1362774008
444	0.1359905187
445	0.1357806445
446	0.1355728563
447	0.1354103934
448	0.1351616676
449	0.13499959
450	0.1348076336
451	0.1345333419
452	0.1343369507
453	0.1342591629
454	0.1341551795
455	0.1340546913
456	0.1336875878
457	0.1335570331
458	0.1334273615
459	0.1331720305
460	0.1329129881
461	0.1326769373
462	0.1324563802
463	0.1323675522
464	0.1322474362
465	0.1321166842
466	0.131936172
467	0.131709733
468	0.13152068
469	0.1313577098
470	0.1312254638
471	0.1310548453
472	0.1308390237
473	0.1307847535
474	0.1306766923
475	0.1306160048
476	0.1303769943
477	0.1302534019
478	0.1301091199
479	0.1299504435
480	0.1298254417
481	0.1297426459
482	0.1294486887
483	0.1292801373
484	0.1291254823
485	0.1288909724
486	0.1286917344
487	0.128466141
488	0.1283382359
489	0.1281200747
490	0.1279369317
491	0.1278870117
492	0.1277006271
493	0.1273451086
494	0.1270657995
495	0.1269250691
496	0.1267922876
497	0.1265036484
498	0.1261386496
499	0.1259268211
500	0.1258243504
501	0.1257367345
502	0.1255290309
503	0.12528365
504	0.1251658924
505	0.1250303015
506	0.1247899662
507	0.1245742572
508	0.1243377648
509	0.1242179025
510	0.1241309161
511	0.123935427
512	0.1238054736
513	0.1236322807
514	0.1232989457
515	0.1231931771
516	0.1231153234
517	0.1229789809
518	0.1228412008
519	0.1227338631
520	0.1226706857
521	0.1225041544
522	0.1224500158
523	0.122320645
524	0.1221853829
525	0.1220622321
526	0.1219440704
527	0.1216930709
528	0.1216075409
529	0.1214372513
530	0.1213889944
531	0.1212100419
532	0.1211193442
533	0.1209000555
534	0.120675646
535	0.1206321153
536	0.120546247
537	0.1204703571
538	0.1203893464
539	0.1202021068
540	0.1199895361
541	0.119792957
542	0.1197122752
543	0.1195342811
544	0.1193727954
545	0.1191475591
546	0.1189662388
547	0.1188774861
548	0.118756111
549	0.118435263
550	0.118237284
551	0.1180802143
552	0.1178979545
553	0.1178282658
554	0.1176757061
555	0.1173454623
556	0.117135156
557	0.1169257141
558	0.1167077877
559	0.1165891563
560	0.1163677347
561	0.1161779582
562	0.1160411553
563	0.1159294955
564	0.1156750101
565	0.1155530338
566	0.1153210795
567	0.115180537
568	0.1150849723
569	0.1148489966
570	0.114759962
571	0.1146649892
572	0.1145460195
573	0.1143851163
574	0.1141935076
575	0.1139634513
576	0.1138594021
577	0.1137320044
578	0.1135239625
579	0.1133975325
580	0.113248515
581	0.1130813918
582	0.1129108391
583	0.1126576597
584	0.1125080879
585	0.1123424117
586	0.1122289855
587	0.112127492
588	0.1120079961
589	0.1118582552
590	0.1117252763
591	0.1116002369
592	0.1114307648
593	0.1112054721
594	0.1110720517
595	0.1108989434
596	0.1108489389
597	0.1105634755
598	0.110515867
599	0.1102367364
600	0.1101400347
601	0.1100091793
602	0.109868759
603	0.1096535669
604	0.1096069637
605	0.1094513127
606	0.1092877505
607	0.1091687339
608	0.1089215396
609	0.1087927043
610	0.1086965007
611	0.1085672144
612	0.1083253193
613	0.1080757385
614	0.1079911011
615	0.1078073004
616	0.1075038064
617	0.1073404697
618	0.1071554381
619	0.1070873091
620	0.1068915757
621	0.1068301083
622	0.1067642625
623	0.1066433667
624	0.1064645269
625	0.1062857623
626	0.1060568617
627	0.105982212
628	0.1058112835
629	0.1056517145
630	0.1055338629
631	0.1053086173
632	0.1051120758
633	0.1050231633
634	0.1047987351
635	0.1046740057
636	0.1044706335
637	0.1043293582
638	0.1041948854
639	0.1040599992
640	0.1039477193
641	0.1037447793
642	0.103695752
643	0.1035795353
644	0.1033850609
645	0.1031960548
646	0.1030815482
647	0.1028934535
648	0.1027605216
649	0.1025417685
650	0.1023451519
651	0.1022207796
652	0.1021224055
653	0.1019377685
654	0.10179001
655	0.1016251888
656	0.1015612222
657	0.1013831341
658	0.1011528804
659	0.1009618637
660	0.1008294862
661	0.1005959346
662	0.1004192559
663	0.1002974205
664	0.1001934183
665	0.1000366493
666	0.09993925236
667	0.09978006861
668	0.09954018428
669	0.09950730836
670	0.09931491044
671	0.09917793838
672	0.09913596731
673	0.09901916805
674	0.09895735304
675	0.09883128011
676	0.09873238925
677	0.09862336032
678	0.09851747898
679	0.09835986433
680	0.09824303688
681	0.09813878102
682	0.0979896038
683	0.09786835093
684	0.09759540276
685	0.09751944706
686	0.09743637874
687	0.09728488076
688	0.09718773753
689	0.09712437221
690	0.09702509612
691	0.0968790759
692	0.09673657911
693	0.0966763238
694	0.09660877735
695	0.0965403289
696	0.09638204716
697	0.09631508325
698	0.09611652168
699	0.09592588077
700	0.09584402451
701	0.09574684369
702	0.0956043187
703	0.09536934839
704	0.09530761794
705	0.09523173741
706	0.09513570288
707	0.09506067736
708	0.09497496882
709	0.09483271632
710	0.09479225798
711	0.09466004019
712	0.09450422015
713	0.09441822973
714	0.09423519943
715	0.09400639276
716	0.09383476896
717	0.09372198171
718	0.09360848976
719	0.09344230614
720	0.09332812831
721	0.09314104841
722	0.09295844092
723	0.09280108936
724	0.09268877189
725	0.09259185415
726	0.0924586592
727	0.09232824542
728	0.0922586131
729	0.09218805999
730	0.09213572535
731	0.09204566655
732	0.09200368609
733	0.09194777165
734	0.09187604406
735	0.09172498769
736	0.09158716061
737	0.09146923385
738	0.09136064652
739	0.0911736042
740	0.09097865062
741	0.09093779766
742	0.09070955474
743	0.0906825418
744	0.09065544429
745	0.09056134529
746	0.09053011363
747	0.09032103816
748	0.09027281888
749	0.09012956102
750	0.0900303789
751	0.08997649395
752	0.08986827305
753	0.08972333335
754	0.08958017885
755	0.08945217039
756	0.08923537156
757	0.0891387263
758	0.08902640883
759	0.08891183637
760	0.08877995684
761	0.08862677701
762	0.08857674434
763	0.08840731917
764	0.08830226466
765	0.08821790911
766	0.08810152326
767	0.08802747492
768	0.08796710686
769	0.08792267409
770	0.08784100575
771	0.08775602068
772	0.08751340218
773	0.08734719037
774	0.08730558574
775	0.08722002753
776	0.08715854137
777	0.08701405267
778	0.08692804346
779	0.08684637511
780	0.08681608303
781	0.08677562469
782	0.08663327823
783	0.08654989985
784	0.08642085785
785	0.08639532005
786	0.08631117121
787	0.08627222559
788	0.08615508808
789	0.08608815235
790	0.08600999804
791	0.08592636597
792	0.08577733909
793	0.08567933144
794	0.08556036174
795	0.08547959539
796	0.08536271156
797	0.08521266994
798	0.08502012168
799	0.08496231868
800	0.0849145692
801	0.08475969813
802	0.08471213656
803	0.08464345321
804	0.08453722423
805	0.08449738601
806	0.08436372127
807	0.08433660498
808	0.08425512455
809	0.08416273559
810	0.08408141489
811	0.08403757405
812	0.08389910806
813	0.08373809213
814	0.08362737195
815	0.08357486819
816	0.08350738751
817	0.08344875768
818	0.08332310756
819	0.08329909188
820	0.08328710284
821	0.08313956049
822	0.08302363504
823	0.08299845428
824	0.08297316077
825	0.08283073914
826	0.08280213831
827	0.08278272657
828	0.082762037
829	0.08272784567
830	0.08262801523
831	0.08251950306
832	0.08238103707
833	0.08231606507
834	0.08217627427
835	0.08213067642
836	0.08209368513
837	0.08195818821
838	0.08184987336
839	0.08174398263
840	0.08172272931
841	0.08163905026
842	0.08148967574
843	0.08142414939
844	0.08140044377
845	0.08131624795
846	0.08119378301
847	0.08111700988
848	0.0810645531
849	0.0810264625
850	0.08097642044
851	0.08087562223
852	0.08076076789
853	0.08064542498
854	0.08051628902
855	0.08047521056
856	0.08036724335
857	0.08029047022
858	0.08024801057
859	0.08010796608
860	0.08006883255
861	0.08003759149
862	0.0799141306
863	0.0797756834
864	0.07971300398
865	0.079661872
866	0.07958741963
867	0.07953295214
868	0.07950755528
869	0.07946172254
870	0.07944247993
871	0.07935533383
872	0.07922998438
873	0.07910511411
874	0.07901730091
875	0.07895109806
876	0.07889853792
877	0.07878542181
878	0.07867685327
879	0.0786241522
880	0.07856620826
881	0.07850780393
882	0.07842852212
883	0.07829040847
884	0.07823599266
885	0.07821465478
886	0.07814977674
887	0.07803595595
888	0.07792958603
889	0.07787029849
890	0.07777755249
891	0.07767372413
892	0.07765422314
893	0.07755432223
894	0.07747845579
895	0.07744979858
896	0.07742470239
897	0.07741695085
898	0.07729174233
899	0.07725085179
900	0.07713980275
901	0.07700372329
902	0.07695808317
903	0.07683096261
904	0.07676626309
905	0.07670700844
906	0.07667951161
907	0.07661447854
908	0.07653306388
909	0.07642218867
910	0.07632877087
911	0.07619116459
912	0.07611113111
913	0.07596312838
914	0.07594368845
915	0.07592293312
916	0.07590141672
917	0.07588145063
918	0.07581270152
919	0.07578769928
920	0.07563945225
921	0.07559864627
922	0.075540101
923	0.07544541007
924	0.07535759686
925	0.07524676393
926	0.07523039644
927	0.07521359674
928	0.07516190571
929	0.07509625252
930	0.07508846339
931	0.07495080544
932	0.07488070803
933	0.07481926415
934	0.07477913467
935	0.07475292976
936	0.0747001958
937	0.07468065722
938	0.07453417661
939	0.07440938151
940	0.07430386191
941	0.07421556012
942	0.07407250428
943	0.07405019863
944	0.07403230902
945	0.07390884813
946	0.07388796125
947	0.0738558088
948	0.0737899442
949	0.0737599199
950	0.07361714593
951	0.07347717661
952	0.0733396502
953	0.07331344529
954	0.07325016454
955	0.07322114559
956	0.0731886361
957	0.07317928258
958	0.07313515518
959	0.0730943351
960	0.07300774804
961	0.07287250951
962	0.07284846564
963	0.07279406393
964	0.07277324282
965	0.0727369844
966	0.07263308558
967	0.07254435159
968	0.07253224039
969	0.07250923476
970	0.07246279599
971	0.0723841296
972	0.07225066688
973	0.07219587054
974	0.07206228096
975	0.07202462727
976	0.07195678955
977	0.07194668436
978	0.07189492287
979	0.07181865711
980	0.0717133865
981	0.07158412839
982	0.07153181724
983	0.07143357
984	0.07141688305
985	0.07131911029
986	0.07130425552
987	0.07120380026
988	0.07110250877
989	0.07098704371
990	0.07085807218
991	0.07072060214
992	0.07059218496
993	0.07051147499
994	0.07049020758
995	0.07038461751
996	0.07028959302
997	0.07022798472
998	0.07007058618
999	0.07004122898
